
-57,13504
-57,13510
-57,13515
-57,13521
-57,13528
-58,13533
-58,13539
-57,13544
-58,13550
-58,13556
-58,13561
-58,13568
-59,13573
-59,13579
-59,13584
-58,13590
-59,13596
-59,13601
-59,13607
-59,13613
-59,13619
-58,13625
-58,13630
-58,13636
-58,13641
-57,13647
-57,13654
-58,13659
-58,13665
-58,13670
-58,13676
-58,13681
-58,13687
-58,13693
-58,13699
-58,13705
-58,13710
-58,13716
-58,13722
-58,13727
-57,13733
-57,13739
-57,13745
-57,13750
-57,13756
-58,13762
-58,13767
-58,13773
-58,13778
-58,13785
-58,13791
-58,13796
-58,13802
-58,13807
-58,13813
-58,13818
-58,13825
-58,13831
-57,13836
-57,13842
-58,13847
-58,13853
-58,13859
-59,13864
-60,13871
-59,13876
-59,13882
-59,13888
-59,13893
-59,13899
-59,13904
-59,13911
-59,13916
-59,13922
-58,13928
-58,13933
-58,13939
-58,13944
-57,13950
-57,13957
-58,13962
-58,13968
-58,13973
-58,13979
-58,13984
-59,13990
-59,13997
-59,14002
-60,14008
-59,14013
-59,14019
-58,14025
-59,14030
-58,14036
-57,14042
-57,14048
-58,14054
-58,14059
-57,14065
-58,14070
-58,14076
-58,14082
-57,14088
-57,14094
-57,14099
-57,14105
-57,14110
-58,14116
-57,14123
-57,14128
-57,14134
-57,14139
-57,14145
-59,14150
-59,14156
-60,14162
-62,14168
-63,14174
-65,14179
-65,14185
-65,14191
-66,14196
-65,14202
-65,14208
-64,14214
-63,14220
-63,14225
-63,14231
-63,14236
-63,14242
-64,14247
-66,14254
-67,14260
-69,14265
-69,14271
-70,14276
-69,14282
-68,14288
-66,14294
-65,14300
-63,14305
-62,14311
-62,14316
-62,14322
-64,14328
-64,14333
-47,14340
-23,14345
10,14351
29,14356
42,14361
35,14366
15,14371
10,14376
9,14382
9,14387
6,14391
-1,14396
-12,14401
-24,14407
-43,14412
-62,14418
-73,14425
-78,14430
-77,14436
-72,14441
-62,14447
-50,14453
-49,14458
-49,14465
-41,14470
-28,14476
-4,14481
28,14486
61,14491
64,14496
40,14502
19,14508
0,14513
-7,14517
-10,14523
-18,14528
-27,14534
-33,14539
-42,14545
-49,14551
-52,14557
-52,14563
-52,14568
-51,14574
-50,14579
-51,14585
-53,14592
-55,14597
-56,14603
-55,14608
-54,14614
-52,14620
-50,14625
-50,14631
-52,14637
-54,14643
-58,14648
-63,14654
-67,14660
-67,14665
-67,14671
-65,14676
-61,14683
-58,14689
-55,14694
-53,14700
-51,14705
-51,14711
-51,14716
-50,14723
-52,14729
-53,14734
-56,14740
-60,14745
-61,14751
-64,14757
-64,14763
-64,14769
-62,14774
-59,14780
-55,14786
-53,14791
-51,14797
-51,14802
-51,14809
-53,14814
-55,14820
-58,14826
-60,14831
-61,14837
-60,14842
-60,14849
-60,14855
-60,14860
-59,14866
-58,14871
-57,14877
-56,14882
-54,14888
-51,14895
-50,14900
-52,14906
-53,14911
-56,14917
-58,14923
-60,14928
-62,14935
-61,14940
-60,14946
-59,14952
-57,14957
-56,14963
-55,14968
-54,14974
-54,14980
-54,14986
-54,14992
-54,14997
-54,15003
-55,15008
-56,15014
-58,15021
-60,15026
-61,15032
-61,15037
-60,15043
-58,15048
-57,15054
-57,15060
-55,15066
-55,15072
-55,15077
-56,15083
-55,15089
-56,15094
-56,15100
-56,15106
-56,15112
-57,15118
-59,15123
-61,15129
-62,15134
-62,15140
-61,15145
-60,15152
-58,15158
-57,15163
-56,15169
-56,15174
-56,15180
-57,15186
-57,15192
-57,15198
-56,15203
-56,15209
-57,15214
-58,15220
-59,15226
-60,15232
-60,15238
-60,15243
-59,15249
-58,15255
-57,15260
-57,15266
-56,15271
-57,15278
-57,15283
-57,15289
-58,15295
-59,15300
-59,15306
-59,15311
-58,15318
-58,15324
-59,15329
-59,15335
-58,15340
-58,15346
-57,15352
-57,15357
-56,15364
-55,15369
-56,15375
-56,15380
-57,15386
-57,15392
-59,15397
-59,15404
-59,15409
-59,15415
-59,15421
-58,15426
-58,15432
-58,15437
-59,15443
-59,15449
-58,15455
-58,15461
-58,15466
-57,15472
-58,15477
-59,15483
-58,15490
-59,15495
-59,15501
-59,15506
-59,15512
-59,15518
-58,15523
-58,15529
-57,15535
-58,15541
-58,15546
-58,15552
-58,15558
-58,15563
-58,15569
-58,15575
-58,15581
-58,15587
-58,15592
-58,15598
-58,15603
-58,15609
-58,15614
-58,15621
-58,15627
-58,15632
-58,15638
-59,15643
-58,15649
-58,15655
-58,15661
-58,15667
-57,15672
-58,15678
-58,15684
-58,15689
-58,15695
-57,15700
-57,15707
-56,15712
-56,15718
-56,15724
-57,15729
-58,15735
-58,15740
-58,15747
-58,15753
-58,15758
-58,15764
-58,15769
-58,15775
-58,15780
-58,15787
-58,15793
-58,15798
-57,15804
-56,15809
-56,15815
-56,15821
-56,15826
-57,15833
-57,15838
-58,15844
-58,15850
-58,15855
-58,15861
-58,15866
-57,15873
-58,15878
-58,15884
-57,15890
-57,15895
-57,15901
-57,15906
-57,15912
-57,15919
-57,15924
-57,15930
-57,15935
-58,15941
-58,15946
-58,15952
-58,15959
-57,15964
-57,15970
-57,15975
-57,15981
-57,15987
-57,15992
-58,15998
-58,16004
-59,16010
-59,16015
-59,16021
-58,16027
-58,16032
-58,16038
-59,16044
-60,16050
-60,16056
-60,16061
-60,16067
-60,16072
-59,16078
-59,16084
-59,16090
-58,16096
-58,16101
-59,16107
-59,16112
-59,16118
-59,16124
-59,16130
-59,16136
-59,16141
-59,16147
-59,16153
-60,16158
-59,16164
-60,16169
-59,16176
-58,16181
-59,16187
-58,16193
-58,16198
-58,16204
-59,16209
-58,16216
-58,16222
-57,16227
-58,16233
-58,16238
-58,16244
-58,16250
-58,16256
-58,16262
-58,16267
-58,16273
-58,16278
-58,16284
-58,16290
-57,16295
-57,16302
-57,16307
-57,16313
-57,16319
-57,16324
-57,16330
-57,16335
-57,16342
-57,16347
-57,16353
-57,16359
-58,16364
-58,16370
-58,16375
-58,16381
-57,16388
-57,16393
-56,16399
-57,16404
-57,16410
-57,16416
-57,16421
-57,16428
-57,16433
-58,16439
-58,16444
-58,16450
-59,16456
-59,16461
-59,16467
-58,16473
-58,16479
-58,16485
-58,16490
-58,16496
-58,16501
-58,16507
-58,16513
-58,16519
-58,16525
-58,16530
-58,16536
-58,16541
-57,16547
-57,16553
-57,16559
-57,16565
-57,16570
-57,16576
-57,16582
-57,16587
-57,16593
-57,16599
-57,16605
-57,16610
-57,16616
-58,16622
-57,16627
-57,16633
-57,16638
-57,16645
-57,16651
-57,16656
-57,16662
-57,16667
-57,16673
-57,16678
-57,16685
-57,16691
-57,16696
-57,16702
-58,16707
-58,16713
-58,16719
-58,16724
-57,16731
-57,16736
-57,16742
-57,16747
-57,16753
-57,16759
-57,16764
-58,16771
-58,16776
-58,16782
-58,16788
-58,16793
-58,16799
-58,16804
-59,16811
-58,16817
-58,16822
-58,16828
-58,16833
-58,16839
-57,16844
-57,16850
-58,16857
-58,16862
-58,16868
-59,16873
-58,16879
-58,16885
-58,16890
-58,16897
-58,16902
-59,16908
-58,16913
-58,16919
-58,16925
-59,16930
-58,16936
-59,16942
-58,16948
-58,16954
-58,16959
-58,16965
-58,16970
-57,16976
-57,16983
-58,16988
-58,16994
-58,16999
-58,17005
-57,17010
-57,17016
-58,17022
-57,17028
-57,17034
-57,17039
-57,17045
-56,17051
-56,17056
-56,17062
-57,17068
-57,17074
-57,17079
-57,17085
-57,17091
-56,17096
-57,17102
-57,17107
-57,17114
-57,17120
-58,17125
-58,17131
-57,17136
-57,17142
-57,17148
-58,17154
-58,17160
-58,17165
-57,17171
-58,17176
-58,17182
-58,17188
-58,17193
-58,17200
-58,17205
-57,17211
-57,17217
-57,17222
-57,17228
-57,17233
-58,17240
-58,17245
-57,17251
-57,17257
-57,17262
-58,17268
-58,17273
-58,17280
-58,17286
-58,17291
-58,17297
-58,17302
-58,17308
-57,17314
-57,17319
-57,17326
-57,17331
-57,17337
-58,17342
-58,17348
-57,17354
-57,17359
-57,17366
-56,17371
-57,17377
-57,17383
-57,17388
-57,17394
-58,17399
-58,17405
-57,17411
-58,17417
-57,17423
-57,17428
-58,17434
-57,17439
-58,17445
-58,17452
-58,17457
-58,17463
-58,17468
-58,17474
-57,17479
-57,17485
-57,17491
-57,17497
-58,17503
-57,17508
-58,17514
-58,17520
-58,17525
-58,17531
-58,17537
-58,17543
-58,17549
-57,17554
-57,17560
-57,17565
-57,17571
-57,17576
-57,17583
-57,17589
-57,17594
-57,17600
-57,17605
-58,17611
-57,17617
-58,17623
-59,17629
-59,17634
-59,17640
-59,17645
-58,17651
-58,17657
-57,17662
-57,17669
-57,17674
-56,17680
-57,17686
-56,17691
-57,17697
-57,17702
-58,17709
-58,17715
-58,17720
-58,17726
-58,17731
-58,17737
-58,17742
-57,17748
-57,17755
-57,17760
-57,17766
-57,17771
-58,17777
-58,17783
-58,17788
-58,17795
-58,17800
-58,17806
-58,17811
-58,17817
-57,17823
-58,17828
-58,17835
-57,17840
-58,17846
-58,17852
-58,17857
-57,17863
-57,17868
-57,17874
-57,17881
-57,17886
-57,17892
-57,17897
-57,17903
-58,17908
-58,17914
-59,17921
-59,17926
-59,17932
-59,17937
-59,17943
-59,17949
-59,17954
-59,17960
-58,17966
-58,17972
-58,17977
-58,17983
-58,17989
-57,17994
-57,18000
-57,18006
-57,18012
-58,18018
-58,18023
-58,18029
-58,18034
-58,18040
-58,18046
-58,18052
-58,18058
-57,18063
-58,18069
-58,18074
-58,18080
-57,18086
-57,18092
-58,18098
-57,18103
-57,18109
-57,18115
-57,18120
-57,18126
-57,18131
-58,18138
-58,18143
-58,18149
-58,18155
-58,18160
-58,18166
-58,18171
-58,18178
-58,18184
-58,18189
-58,18195
-58,18200
-58,18206
-58,18211
-59,18217
-58,18224
-59,18229
-59,18235
-58,18240
-58,18246
-58,18252
-58,18257
-58,18264
-58,18269
-57,18275
-58,18281
-58,18286
-58,18292
-59,18297
-59,18304
-58,18309
-59,18315
-59,18321
-58,18326
-59,18332
-59,18337
-59,18343
-58,18350
-58,18355
-58,18361
-59,18366
-58,18372
-57,18377
-57,18383
-58,18390
-57,18395
-58,18401
-57,18406
-57,18412
-58,18418
-58,18423
-57,18429
-57,18435
-57,18441
-57,18447
-57,18452
-57,18458
-58,18463
-58,18469
-58,18475
-58,18481
-58,18487
-58,18492
-58,18498
-57,18503
-58,18509
-57,18515
-58,18521
-58,18527
-58,18532
-57,18538
-57,18543
-57,18549
-57,18555
-57,18561
-57,18567
-57,18572
-57,18578
-57,18584
-57,18589
-57,18595
-57,18600
-58,18607
-58,18613
-59,18618
-59,18624
-59,18629
-58,18635
-58,18640
-58,18647
-58,18653
-58,18658
-58,18664
-58,18669
-59,18675
-59,18681
-58,18686
-58,18693
-58,18698
-58,18704
-59,18709
-58,18715
-57,18721
-57,18726
-57,18733
-57,18738
-57,18744
-57,18750
-57,18755
-57,18761
-57,18766
-58,18772
-57,18779
-57,18784
-57,18790
-57,18795
-57,18801
-58,18806
-58,18812
-58,18819
-57,18824
-57,18830
-57,18835
-57,18841
-57,18847
-57,18852
-57,18859
-57,18864
-56,18870
-56,18875
-56,18881
-56,18887
-57,18892
-56,18898
-57,18904
-57,18910
-57,18916
-57,18921
-58,18927
-57,18932
-58,18938
-58,18944
-57,18950
-57,18956
-58,18961
-58,18967
-58,18972
-58,18978
-57,18984
-57,18990
-58,18996
-58,19001
-58,19007
-58,19013
-58,19018
-58,19024
-58,19030
-58,19036
-58,19041
-57,19047
-58,19053
-58,19058
-58,19064
-58,19069
-57,19076
-58,19082
-57,19087
-58,19093
-58,19098
-59,19104
-59,19109
-59,19116
-59,19122
-59,19127
-59,19133
-58,19138
-59,19144
-59,19150
-59,19155
-59,19162
-59,19167
-58,19173
-58,19179
-57,19184
-58,19190
-58,19195
-58,19202
-58,19207
-59,19213
-59,19219
-59,19224
-59,19230
-59,19235
-58,19241
-58,19248
-58,19253
-58,19259
-58,19264
-58,19270
-58,19275
-57,19281
-57,19288
-57,19293
-57,19299
-57,19304
-58,19310
-59,19316
-59,19321
-59,19328
-59,19333
-58,19339
-58,19345
-58,19350
-58,19356
-58,19361
-58,19367
-58,19373
-57,19379
-57,19385
-57,19390
-58,19396
-58,19401
-58,19407
-58,19414
-57,19419
-58,19425
-57,19430
-58,19436
-58,19441
-58,19447
-58,19453
-58,19459
-58,19465
-57,19470
-57,19476
-57,19482
-57,19487
-57,19493
-57,19499
-57,19505
-57,19511
-57,19516
